iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniciativasOriginadas,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,descricao,reuniao,tipoReuniao,PS,PSD,BE,PCP,CDS-PP,PAN,PEV,CH,Cristina Rodrigues (Ninsc),Joacine Katar Moreira (Ninsc),IL,data,iniAnexos,unanime,iniTextoSubstCampo,iniObs,L,publicacao,ausencias,peticoes,iniciativasOrigem,ano,leg
21,86481,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Aprovado,Artigos 14.º e 15.º da proposta de lei,44,RP,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,A Favor,A Favor,2020-04-02,"
      ",,,,,,,,,2020,l14
21,86392,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta apresentada pelo BE, de emenda do n.º 4 do artigo 5.º da proposta de lei",44,RP,Contra,Contra,A Favor,Abstenção,Contra,A Favor,Abstenção,Abstenção,,A Favor,Contra,2020-04-02,"
      ",,,,,,,,,2020,l14
21,86393,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta apresentada pelo PEV, de emenda do n.º 4 do artigo 5.º da proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,Abstenção,A Favor,Abstenção,,A Favor,Contra,2020-04-02,"
      ",,,,,,,,,2020,l14
21,86383,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta apresentada pelo PCP, de emenda do n.º 3 do artigo 5.º da proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,Abstenção,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
21,86384,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta apresentada pela Ninsc, de emenda do n.º 3 do artigo 5.º da proposta de lei",44,RP,Contra,Contra,A Favor,Abstenção,Contra,Abstenção,Abstenção,Abstenção,,A Favor,Contra,2020-04-02,"
      ",,,,,,,,,2020,l14
21,86376,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta apresentada pelo PCP, de emenda do n.º 1 do artigo 5.º da proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,Contra,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86345,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,"Proposta apresentada pelo PEV, de aditamento de um artigo 2.º-A à proposta de lei",44,RP,Contra,Contra,Abstenção,A Favor,Contra,Contra,A Favor,Contra,,A Favor,Contra,2020-04-02,"
      ",,,,,,,,,2020,l14
21,86394,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta apresentada pelo PAN, de emenda do n.º 4 do artigo 5.º da proposta de lei",44,RP,Contra,Contra,A Favor,Abstenção,Contra,A Favor,Abstenção,Abstenção,,A Favor,Contra,2020-04-02,"
      ",,,,,,,,,2020,l14
21,86342,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional para as situações de mora no pagamento da renda devida nos termos de contratos de arrendamento urbano habitacional e não habitacional, no âmbito da pandemia COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5749345a5749314f474d745a4451794f533030596d55774c574579596d55744d3245354e546b78596a6b315a54526a4c6d527659773d3d&fich=5b8eb58c-d429-4be0-a2be-3a9591b95e4c.doc&Inline=true,,"
      ",,"
      ",44653,,Votação na especialidade,V,Governo,Governo,,,,Rejeitado,"Proposta apresentada pelo PCP, de emenda do n.º 1 do artigo 1.º da proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,Contra,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
285,86330,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Suspende os prazos judiciais e a prática de atos processuais e procedimentais até à cessação da situação excecional de prevenção, contenção, mitigação e tratamento da infeção epidemiológica por SARS-CoV-2 e da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a67785a4455784f575574597a51315a5330304d6a566c4c5745344f57557459325269596a6c6b4e6a677a4f5751304c6d527659773d3d&fich=b81d519e-c45e-425e-a89e-cdbb9d6839d4.doc&Inline=true,,"
      ","
      ","
      ",44666,PCP,Requerimento dispensa redação final,G,Grupos Parlamentares,PCP,,,,Aprovado,"Requerimento oral, apresentado pelo PS, solicitando a dispensa de redação final e do prazo para apresentação de reclamações contra inexatidões relativamente à Proposta de Lei n.º 18/XIV/1.ª (GOV), à Proposta de Lei n.º 20/XIV/1.ª (GOV), à Proposta de Lei n.º 21/XIV/1.ª (GOV),  ao Projeto de Lei n.º 285/XIV/1.ª (PCP)  e ao Projeto de Lei n.º 292/XIV/1.ª (PCP)",44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,A Favor,2020-04-02,"
      ",unanime,,,,,,,,2020,l14
285,86328,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Suspende os prazos judiciais e a prática de atos processuais e procedimentais até à cessação da situação excecional de prevenção, contenção, mitigação e tratamento da infeção epidemiológica por SARS-CoV-2 e da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a67785a4455784f575574597a51315a5330304d6a566c4c5745344f57557459325269596a6c6b4e6a677a4f5751304c6d527659773d3d&fich=b81d519e-c45e-425e-a89e-cdbb9d6839d4.doc&Inline=true,,"
      ","
      ","
      ",44666,PCP,Votação final global,G,Grupos Parlamentares,PCP,,,,Aprovado,,44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
285,86327,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Suspende os prazos judiciais e a prática de atos processuais e procedimentais até à cessação da situação excecional de prevenção, contenção, mitigação e tratamento da infeção epidemiológica por SARS-CoV-2 e da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a67785a4455784f575574597a51315a5330304d6a566c4c5745344f57557459325269596a6c6b4e6a677a4f5751304c6d527659773d3d&fich=b81d519e-c45e-425e-a89e-cdbb9d6839d4.doc&Inline=true,,"
      ","
      ","
      ",44666,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,,,,Aprovado,,44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
285,86325,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Suspende os prazos judiciais e a prática de atos processuais e procedimentais até à cessação da situação excecional de prevenção, contenção, mitigação e tratamento da infeção epidemiológica por SARS-CoV-2 e da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a67785a4455784f575574597a51315a5330304d6a566c4c5745344f57557459325269596a6c6b4e6a677a4f5751304c6d527659773d3d&fich=b81d519e-c45e-425e-a89e-cdbb9d6839d4.doc&Inline=true,,"
      ","
      ","
      ",44666,PCP,Votação na generalidade,G,Grupos Parlamentares,PCP,,,,Aprovado,,44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
285,86323,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Suspende os prazos judiciais e a prática de atos processuais e procedimentais até à cessação da situação excecional de prevenção, contenção, mitigação e tratamento da infeção epidemiológica por SARS-CoV-2 e da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a67785a4455784f575574597a51315a5330304d6a566c4c5745344f57557459325269596a6c6b4e6a677a4f5751304c6d527659773d3d&fich=b81d519e-c45e-425e-a89e-cdbb9d6839d4.doc&Inline=true,,"
      ","
      ","
      ",44666,PCP,Requerimento a solicitar votação,G,Grupos Parlamentares,PCP,,,,Aprovado,"Requerimento, apresentado pelo PCP a requerer a votação na generalidade, especialidade e votação final global do Projeto de Lei n.º 285/XIV/1.ª (PCP)",44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,A Favor,2020-04-02,"
      ",unanime,,,,,,,,2020,l14
292,86335,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Adota disposições para assegurar o equilíbrio financeiro das autarquias locais (Primeira alteração à Lei n.º 1-A/2020, de 19 de março – Medidas excecionais e temporárias de resposta à situação epidemiológica provocada pelo coronavírus SARS-CoV-2 e da doença COVID-19)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595451355a5441335a5749744e57466d5a4330305a6a41774c5749784e6a41745a575935595749304e6d49784f5759784c6d527659773d3d&fich=a49e07eb-5afd-4f00-b160-ef9ab46b19f1.doc&Inline=true,,"
      ","
      ","
      ",44673,PCP,Requerimento dispensa redação final,G,Grupos Parlamentares,PCP,,,,Aprovado,"Requerimento oral, apresentado pelo PS, solicitando a dispensa de redação final e do prazo para apresentação de reclamações contra inexatidões relativamente à Proposta de Lei n.º 18/XIV/1.ª (GOV), à Proposta de Lei n.º 20/XIV/1.ª (GOV), à Proposta de Lei n.º 21/XIV/1.ª (GOV),  ao Projeto de Lei n.º 285/XIV/1.ª (PCP)  e ao Projeto de Lei n.º 292/XIV/1.ª (PCP)",44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,A Favor,2020-04-02,"
      ",unanime,,,,,,,,2020,l14
292,86334,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Adota disposições para assegurar o equilíbrio financeiro das autarquias locais (Primeira alteração à Lei n.º 1-A/2020, de 19 de março – Medidas excecionais e temporárias de resposta à situação epidemiológica provocada pelo coronavírus SARS-CoV-2 e da doença COVID-19)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595451355a5441335a5749744e57466d5a4330305a6a41774c5749784e6a41745a575935595749304e6d49784f5759784c6d527659773d3d&fich=a49e07eb-5afd-4f00-b160-ef9ab46b19f1.doc&Inline=true,,"
      ","
      ","
      ",44673,PCP,Votação final global,G,Grupos Parlamentares,PCP,,,,Aprovado,,44,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
292,86333,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Adota disposições para assegurar o equilíbrio financeiro das autarquias locais (Primeira alteração à Lei n.º 1-A/2020, de 19 de março – Medidas excecionais e temporárias de resposta à situação epidemiológica provocada pelo coronavírus SARS-CoV-2 e da doença COVID-19)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595451355a5441335a5749744e57466d5a4330305a6a41774c5749784e6a41745a575935595749304e6d49784f5759784c6d527659773d3d&fich=a49e07eb-5afd-4f00-b160-ef9ab46b19f1.doc&Inline=true,,"
      ","
      ","
      ",44673,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,,,,Aprovado,,44,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
272,86319,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Pela atribuição de um prazo de três meses de moratória nos contratos de arrendamento habitacional e não habitacional,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d324e6a5a5749784d4759744d7a67795a533030596a4d354c574935596a41744d444d774d6a4d774d7a51334d7a5a6c4c6d527659773d3d&fich=3cceb10f-382e-4b39-b9b0-03023034736e.doc&Inline=true,,"
      ","
      ","
      ",44642,CH,Votação na generalidade,G,Grupos Parlamentares,CH,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,,44,RP,Contra,Contra,Abstenção,Abstenção,Abstenção,Abstenção,Abstenção,A Favor,,Abstenção,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
292,86332,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Adota disposições para assegurar o equilíbrio financeiro das autarquias locais (Primeira alteração à Lei n.º 1-A/2020, de 19 de março – Medidas excecionais e temporárias de resposta à situação epidemiológica provocada pelo coronavírus SARS-CoV-2 e da doença COVID-19)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595451355a5441335a5749744e57466d5a4330305a6a41774c5749784e6a41745a575935595749304e6d49784f5759784c6d527659773d3d&fich=a49e07eb-5afd-4f00-b160-ef9ab46b19f1.doc&Inline=true,,"
      ","
      ","
      ",44673,PCP,Votação na generalidade,G,Grupos Parlamentares,PCP,,,,Aprovado,,44,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86329,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,"Proposta apresentada pelo BE, de aditamento de um n.º 3 ao artigo 1.º da proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,,A Favor,Contra,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86349,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,"Proposta apresentada pelo PEV, de aditamento de um artigo 2.º-B à proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86351,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,"Proposta apresentada pelo BE, de aditamento de um artigo 2.º-C à proposta de lei",44,RP,Contra,Contra,A Favor,A Favor,Contra,A Favor,A Favor,Contra,,A Favor,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86363,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Requerimento dispensa redação final,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,"Requerimento oral, apresentado pelo PS, solicitando a dispensa de redação final e do prazo para apresentação de reclamações contra inexatidões relativamente à Proposta de Lei n.º 18/XIV/1.ª (GOV), à Proposta de Lei n.º 20/XIV/1.ª (GOV), à Proposta de Lei n.º 21/XIV/1.ª (GOV),  ao Projeto de Lei n.º 285/XIV/1.ª (PCP)  e ao Projeto de Lei n.º 292/XIV/1.ª (PCP)",44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,,A Favor,A Favor,2020-04-02,"
      ",unanime,,,,,,,,2020,l14
18,86322,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação final global,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,,44,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,,A Favor,A Favor,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86324,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,"Proposta apresentada pelo PSD, de substituição do artigo 1.º da proposta de lei",44,RP,A Favor,A Favor,Abstenção,A Favor,Abstenção,A Favor,A Favor,A Favor,,Contra,A Favor,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86340,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Rejeitado,"Proposta apresentada pelo CDS-PP, de emenda do n.º 2 do artigo 2.º da proposta de lei",44,RP,Contra,Contra,Contra,Contra,A Favor,Contra,Contra,Abstenção,,Contra,Abstenção,2020-04-02,"
      ",,,,,,,,,2020,l14
18,86339,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Estabelece um regime excecional e temporário de caducidade e da oposição à renovação dos contratos de arrendamento habitacionais e não habitacionais, atendendo à pandemia da doença COVID-19",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e445930596a41315a6a45745a57566c5969303059574a6d4c546c6a4e6d45745a575a6c4e4749325a4749794f5451774c6d527659773d3d&fich=464b05f1-eeeb-4abf-9c6a-efe4b6db2940.doc&Inline=true,,"
      ",,"
      ",44600,,Votação na especialidade,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,"Proposta apresentada pelo PSD, de substituição do artigo 2.º da proposta de lei",44,RP,A Favor,A Favor,Abstenção,A Favor,Abstenção,Abstenção,A Favor,A Favor,,Contra,A Favor,2020-04-02,"
      ",,,,,,,,,2020,l14
